ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance_Score
253,Student_253,8.7,100,96.2,A,Pass,96.04
257,Student_257,9.4,59,83.6,B,Pass,79.72
262,Student_262,9.9,80,84.0,B,Pass,84.7
265,Student_265,8.9,51,70.5,C,Pass,68.45
271,Student_271,8.3,51,85.7,B,Pass,78.49
272,Student_272,8.3,81,49.6,F,Pass,59.22
273,Student_273,8.8,62,67.7,D,Pass,68.59
274,Student_274,9.2,95,40.6,F,Pass,56.62
277,Student_277,8.2,90,99.5,A,Pass,95.85
280,Student_280,8.2,80,88.0,B,Pass,85.8
281,Student_281,9.0,83,52.2,F,Pass,62.14
293,Student_293,8.4,83,52.1,F,Pass,61.47
306,Student_306,9.8,76,63.5,D,Pass,69.45
309,Student_309,8.2,71,40.2,F,Pass,50.54
314,Student_314,9.7,75,75.3,C,Pass,77.41
315,Student_315,8.5,67,68.9,D,Pass,70.13
325,Student_325,9.6,78,89.5,B,Pass,87.85
337,Student_337,8.7,95,66.0,D,Pass,73.9
352,Student_352,8.7,96,74.3,C,Pass,79.91
359,Student_359,9.5,66,89.9,B,Pass,85.63
365,Student_365,9.5,65,65.8,D,Pass,68.56
367,Student_367,9.7,69,90.5,A,Pass,86.85
368,Student_368,9.1,55,51.2,F,Pass,55.94
377,Student_377,8.6,98,83.8,B,Pass,86.86
379,Student_379,8.3,73,49.5,F,Pass,57.55
384,Student_384,8.9,65,97.4,A,Pass,90.08
386,Student_386,8.2,57,43.4,F,Pass,49.98
390,Student_390,8.3,78,94.4,A,Pass,89.98
391,Student_391,9.9,57,55.0,F,Pass,59.8
396,Student_396,9.4,56,43.9,F,Pass,51.33
397,Student_397,8.7,52,69.3,D,Pass,67.61
402,Student_402,9.1,69,71.9,C,Pass,73.23
404,Student_404,8.4,64,60.8,D,Pass,63.76
406,Student_406,9.1,79,41.3,F,Pass,53.81
409,Student_409,9.1,66,73.6,C,Pass,73.82
412,Student_412,9.6,85,65.1,D,Pass,72.17
413,Student_413,9.6,58,55.6,F,Pass,60.12
422,Student_422,8.1,66,76.5,C,Pass,74.85
438,Student_438,8.4,90,67.5,D,Pass,73.65
442,Student_442,9.9,100,91.0,A,Pass,93.6
445,Student_445,8.3,66,64.7,D,Pass,66.79
446,Student_446,9.5,61,79.1,C,Pass,77.07
447,Student_447,9.9,95,72.7,C,Pass,79.79
454,Student_454,9.2,82,52.1,F,Pass,62.07
465,Student_465,9.7,79,67.1,D,Pass,72.47
468,Student_468,8.8,75,41.6,F,Pass,52.92
470,Student_470,9.7,88,67.8,D,Pass,74.76
472,Student_472,9.7,87,72.3,C,Pass,77.71
474,Student_474,9.0,75,46.3,F,Pass,56.41
476,Student_476,9.9,99,89.3,B,Pass,92.21
479,Student_479,9.7,91,97.9,A,Pass,96.43
486,Student_486,9.1,58,87.9,B,Pass,82.23
489,Student_489,9.6,88,72.0,C,Pass,77.6
490,Student_490,9.0,80,49.5,F,Pass,59.65
499,Student_499,9.8,69,52.1,F,Pass,60.07
500,Student_500,9.9,96,51.1,F,Pass,64.87
504,Student_504,8.3,65,66.4,D,Pass,67.78
507,Student_507,9.2,71,92.9,A,Pass,88.43
508,Student_508,8.4,75,88.2,B,Pass,85.14
509,Student_509,9.5,52,70.3,C,Pass,69.11
513,Student_513,9.4,60,80.1,B,Pass,77.47
514,Student_514,8.8,67,78.1,C,Pass,76.87
518,Student_518,8.3,62,49.7,F,Pass,55.49
519,Student_519,9.9,74,40.8,F,Pass,53.26
524,Student_524,8.6,85,44.8,F,Pass,56.96
525,Student_525,8.5,94,83.9,B,Pass,86.03
530,Student_530,8.8,93,82.6,B,Pass,85.22
531,Student_531,8.3,67,58.9,F,Pass,62.93
532,Student_532,10.0,55,68.3,D,Pass,68.81
533,Student_533,10.0,67,89.3,B,Pass,85.91
537,Student_537,8.6,81,89.7,B,Pass,87.59
541,Student_541,9.6,59,89.6,B,Pass,84.12
552,Student_552,8.7,80,68.3,D,Pass,72.51
555,Student_555,8.9,86,47.6,F,Pass,59.42
569,Student_569,9.1,51,52.8,F,Pass,56.26
572,Student_572,8.1,85,79.2,C,Pass,80.54
575,Student_575,8.8,91,86.0,B,Pass,87.2
576,Student_576,9.5,100,87.3,B,Pass,90.61
578,Student_578,9.3,61,55.6,F,Pass,60.42
582,Student_582,9.8,89,46.7,F,Pass,60.29
595,Student_595,9.1,63,91.5,A,Pass,85.75
615,Student_615,8.9,84,75.9,C,Pass,78.83
616,Student_616,9.3,86,57.8,F,Pass,66.96
646,Student_646,9.0,92,59.0,F,Pass,68.7
649,Student_649,8.1,86,76.1,C,Pass,78.57
662,Student_662,9.9,63,97.0,A,Pass,90.4
672,Student_672,9.1,86,48.4,F,Pass,60.18
676,Student_676,9.8,100,68.9,D,Pass,78.03
679,Student_679,9.7,91,56.8,F,Pass,67.66
680,Student_680,8.8,69,52.4,F,Pass,59.28
681,Student_681,8.4,99,71.0,C,Pass,77.9
685,Student_685,9.4,74,42.2,F,Pass,53.74
706,Student_706,9.9,57,65.3,D,Pass,67.01
708,Student_708,8.3,81,94.5,A,Pass,90.65
716,Student_716,9.4,75,78.2,C,Pass,79.14
717,Student_717,8.5,92,43.1,F,Pass,57.07
718,Student_718,9.7,59,55.5,F,Pass,60.35
721,Student_721,9.4,67,81.2,B,Pass,79.64
726,Student_726,8.6,89,47.3,F,Pass,59.51
728,Student_728,8.2,61,85.1,B,Pass,79.97
732,Student_732,8.3,95,96.5,A,Pass,94.85
736,Student_736,8.9,68,75.6,C,Pass,75.42
738,Student_738,8.3,65,78.2,C,Pass,76.04
746,Student_746,9.1,99,72.0,C,Pass,79.3
749,Student_749,9.2,82,65.3,D,Pass,71.31
752,Student_752,9.5,97,74.6,C,Pass,81.12
756,Student_756,8.1,80,60.6,D,Pass,66.52
759,Student_759,9.0,53,90.7,A,Pass,83.09
760,Student_760,8.1,83,81.5,B,Pass,81.75
768,Student_768,8.9,67,89.3,B,Pass,84.81
770,Student_770,8.4,90,95.0,A,Pass,92.9
772,Student_772,8.6,68,59.1,F,Pass,63.57
775,Student_775,8.2,50,76.1,C,Pass,71.47
786,Student_786,9.2,68,78.7,C,Pass,77.89
790,Student_790,9.5,98,64.6,D,Pass,74.32
796,Student_796,8.8,75,99.3,A,Pass,93.31
797,Student_797,9.4,60,67.2,D,Pass,68.44
800,Student_800,9.3,95,69.1,D,Pass,76.67
807,Student_807,9.4,70,63.3,D,Pass,67.71
808,Student_808,9.3,75,49.6,F,Pass,59.02
811,Student_811,9.9,51,67.5,D,Pass,67.35
812,Student_812,8.6,55,57.4,F,Pass,59.78
814,Student_814,9.3,78,47.0,F,Pass,57.8
815,Student_815,8.8,75,97.4,A,Pass,91.98
821,Student_821,8.2,86,57.3,F,Pass,65.51
826,Student_826,9.3,92,72.5,C,Pass,78.45
837,Student_837,9.2,92,60.5,D,Pass,69.95
844,Student_844,9.6,100,66.6,D,Pass,76.22
848,Student_848,10.0,62,99.6,A,Pass,92.12
854,Student_854,9.1,97,63.7,D,Pass,73.09
869,Student_869,8.8,62,92.6,A,Pass,86.02
870,Student_870,9.5,53,96.6,A,Pass,87.72
885,Student_885,8.2,91,91.9,A,Pass,90.73
892,Student_892,8.7,94,52.0,F,Pass,63.9
893,Student_893,8.5,91,46.6,F,Pass,59.32
898,Student_898,9.1,71,43.7,F,Pass,53.89
907,Student_907,8.4,57,83.4,B,Pass,78.18
918,Student_918,9.5,85,80.6,B,Pass,82.92
921,Student_921,8.8,74,40.9,F,Pass,52.23
924,Student_924,8.2,85,84.4,B,Pass,84.28
932,Student_932,8.5,93,45.3,F,Pass,58.81
933,Student_933,9.9,83,69.3,D,Pass,75.01
938,Student_938,9.2,97,60.9,D,Pass,71.23
944,Student_944,8.5,81,71.4,C,Pass,74.68
948,Student_948,9.1,63,87.7,B,Pass,83.09
949,Student_949,8.9,62,82.4,B,Pass,78.98
954,Student_954,9.2,70,53.9,F,Pass,60.93
990,Student_990,8.4,54,84.9,B,Pass,78.63
991,Student_991,8.2,93,59.1,F,Pass,68.17
997,Student_997,9.3,57,43.8,F,Pass,51.36
999,Student_999,9.6,52,40.2,F,Pass,48.14
